LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
378522,Female,University,Others,34,4,0,3,3,4,-1,59179,2900,73405,77485,58097,31244,19793,18892,49742,29856,48736,9384,0
368565,Female,Others,Married,76,3,-1,-1,3,1,-1,21355,76347,96225,84343,69282,64179,34687,15711,6198,14222,35922,43582,0
281367,Female,Unknown,Others,69,3,0,1,3,4,2,12831,72998,42872,73756,29384,22584,19316,28464,22415,38910,39486,13744,1
259048,Male,High School,Married,37,1,-1,4,3,1,0,88357,28134,11185,-765,61754,10020,8379,44220,41051,35749,43096,665,1
60044,Male,Unknown,Single,41,2,2,0,0,4,4,75962,81442,19878,6993,51563,31983,46554,47972,44617,28421,24228,30557,1
619288,Male,Unknown,Married,36,0,0,2,1,1,0,63310,1817,396,90080,15459,13251,207,22216,26679,45612,31628,21246,1
737362,Female,University,Married,46,4,1,2,0,3,4,35396,69486,2460,13836,30288,70780,73,13442,12348,21690,18757,9793,1
303172,Female,Unknown,Others,29,-1,0,2,1,3,-1,61356,34607,50314,69760,35379,31947,24427,37034,43124,32097,10525,7452,0
67965,Male,High School,Married,22,3,-1,1,0,0,4,49920,88809,44389,82150,72537,50838,47777,42313,16973,36214,24790,187,1
244466,Female,Others,Single,63,4,1,4,-1,0,-1,37120,72027,93556,32006,74720,53731,40329,33959,20022,26066,10063,27943,1
79776,Female,Graduate School,Single,35,4,3,-1,1,1,3,92621,72550,6676,90966,11949,15760,10811,49135,49937,35056,29767,40458,1
303603,Female,University,Single,55,0,1,3,3,0,2,46786,6691,36312,20308,43338,72581,9241,26108,24459,22240,5327,25942,0
100932,Female,High School,Others,44,4,1,4,1,4,0,16925,64978,2148,64587,70655,63646,4969,26492,46153,8239,32501,27225,1
690049,Male,University,Others,68,3,0,3,4,1,1,45006,21778,11272,25731,34162,17211,40472,15870,45076,48238,44410,40158,1
483662,Female,Others,Others,73,2,4,4,2,3,2,66627,56154,65363,74108,33184,23156,5889,9439,10080,4008,34432,16718,0
340126,Male,Unknown,Others,71,3,1,0,1,2,4,9842,95415,1655,65592,61662,22961,26457,5921,36813,15954,49553,23999,1
406562,Female,Unknown,Others,74,-1,1,-1,4,3,3,74459,91195,42105,89133,72379,43186,40787,29208,20168,40039,41571,48742,0
186251,Female,High School,Single,58,2,-1,-1,2,-1,2,78363,47788,54863,7498,25805,17711,8706,19895,17561,25038,48303,10576,0
649061,Male,Others,Married,34,1,0,1,4,3,-1,23126,92039,60045,44066,7431,90614,38687,29215,34045,5193,12644,47458,0
341822,Female,Graduate School,Single,57,0,-1,4,2,-1,2,72819,8413,44517,45718,82697,78046,11520,38509,31892,7734,31097,16739,1
222678,Male,Graduate School,Others,57,3,0,2,-1,0,4,69390,76177,73227,88529,27836,28520,279,32356,2965,47105,13627,4327,1
384635,Male,Unknown,Single,26,2,3,-1,1,3,2,57074,42400,42638,17993,61393,89864,27562,13461,32438,24305,26481,3338,1
492504,Male,Others,Married,38,4,4,4,4,2,2,36817,28899,73789,11485,3146,88504,25131,40792,8493,36308,40597,795,1
222243,Male,Others,Others,42,2,1,2,-1,4,4,4557,91474,72061,68136,83551,23825,40229,24256,2344,30539,30794,16573,0
490970,Male,High School,Single,38,3,0,1,3,3,1,3432,44463,78089,82885,29762,71808,27955,22883,40426,41993,29794,12335,0
369553,Male,Graduate School,Single,71,1,1,4,1,4,3,11006,-106,53322,45123,42970,36504,290,48916,45828,25163,31630,41773,0
320719,Male,High School,Married,22,3,1,4,0,3,2,28989,34021,3222,45264,69976,38238,37648,45800,37931,40193,5874,14271,1
317183,Female,University,Others,52,1,2,0,0,3,2,57043,94472,90238,71068,84309,90001,11065,30671,19599,38520,1106,43062,0
715315,Male,Others,Others,37,4,-1,4,0,4,1,36788,95296,50141,44606,47343,45883,15402,40927,27891,23360,46884,44370,0
90260,Female,Graduate School,Married,21,3,4,0,4,4,0,63167,99314,9716,35346,76804,29642,24367,46075,40955,35542,13893,48129,0
590159,Female,High School,Married,29,2,0,2,4,1,2,51166,87777,59644,34311,24790,71056,24107,37396,45474,33243,8419,47327,1
201750,Female,Unknown,Married,33,-1,3,2,2,3,4,25887,45442,87499,86004,18945,27299,40736,39284,16445,20724,32427,10442,1
655061,Male,University,Married,56,-1,4,-1,0,3,4,21632,93302,86424,41262,20925,43046,18006,3483,33625,10931,40908,34826,0
434567,Male,High School,Others,57,4,2,1,3,2,2,95479,85555,68716,52166,6658,83663,13029,10130,25113,20967,38787,38838,0
594981,Female,Unknown,Others,78,2,-1,0,4,4,0,92602,26791,382,38075,24191,3576,19935,6157,17724,27476,21024,47772,0
84797,Male,Graduate School,Single,50,-1,3,-1,1,4,4,65513,88728,61225,35382,36426,6183,20562,39126,30532,42785,24819,25796,1
220087,Female,Graduate School,Single,51,4,3,3,4,-1,2,85130,93716,78898,77675,71957,58100,3275,5139,45751,29424,42209,42587,0
758141,Female,University,Single,43,1,1,-1,1,-1,2,38802,42520,63347,54223,8322,75350,42971,17311,25393,44716,22755,35148,0
725475,Female,Unknown,Others,70,2,-1,2,4,4,2,33026,28899,3167,3806,55613,25352,5257,42471,27683,5023,49595,30872,0
612651,Male,Others,Others,48,1,2,3,2,2,3,82217,46802,57373,48658,21014,60924,24658,39347,21399,29700,32660,25975,0
117904,Female,Graduate School,Others,79,2,0,-1,2,0,4,74706,77107,94823,28357,69891,47406,36763,13632,17358,38349,41574,41093,0
316844,Male,Others,Single,30,1,0,4,2,3,-1,71933,-629,80117,57877,74249,76132,38574,3038,37405,38253,28356,37819,0
649240,Female,Others,Married,45,1,2,1,3,0,3,29083,29193,90730,52155,63322,54552,28822,7219,20036,36334,47990,10355,1
349720,Male,High School,Married,56,-1,1,0,4,2,0,732,59747,47721,57051,19835,14544,45999,6500,18095,22744,38700,31810,0
553765,Female,High School,Married,46,2,1,4,1,0,3,1942,79922,27823,72147,99968,88675,36460,18105,49941,46293,49976,19093,0
288271,Male,Graduate School,Married,46,3,3,3,4,-1,3,58853,13464,59972,25904,89415,58418,1757,29278,26656,46014,11724,34047,1
227790,Female,Others,Married,65,-1,-1,1,-1,1,1,96084,82323,73963,75742,43939,56173,21339,27995,33348,17732,9127,49704,0
560337,Male,High School,Others,33,1,3,-1,2,0,0,8429,85522,75358,96486,9086,89110,22846,2825,26617,35125,42704,29364,0
532471,Male,Unknown,Single,37,1,0,4,0,1,0,94277,48025,53534,707,33283,85,40182,23054,41311,10277,12669,22715,0
546761,Male,Unknown,Married,60,3,2,2,-1,0,0,36268,93187,35751,73029,65119,95225,39972,43694,35070,5000,31935,26662,1
747605,Female,Unknown,Married,24,3,-1,2,-1,2,3,56676,85593,23121,50596,30860,35497,27915,41178,33841,29756,10878,12086,0
240582,Female,Unknown,Married,43,1,2,1,2,1,0,21517,28872,70736,73045,25622,85248,44617,41481,42991,37982,41481,29151,1
314608,Female,Others,Others,55,3,-1,2,0,0,4,62727,75248,79297,21290,48271,487,45170,16788,31766,13859,37705,43933,1
548002,Male,Unknown,Married,31,0,4,0,2,2,1,94485,63997,21126,83875,51436,73076,11344,13077,7561,11734,34644,39640,0
333022,Male,Others,Single,32,-1,0,1,2,4,2,27899,81927,60581,18311,39676,23989,23232,31013,30371,18830,36800,39687,0
369625,Female,Graduate School,Others,29,2,0,1,0,-1,3,14068,92458,87631,49009,51406,80491,33493,6158,45328,9792,2205,32369,1
222875,Female,Graduate School,Others,35,3,4,2,-1,3,2,64701,-333,25123,47175,62109,91565,32079,20805,31412,19461,24401,4158,0
106988,Male,Unknown,Others,65,3,-1,1,-1,2,2,77408,15325,50036,1720,29173,39105,33875,37834,18266,22439,33314,33722,1
277280,Female,Unknown,Married,57,0,1,-1,4,2,3,85752,65982,77855,34790,80791,45369,29558,10027,4345,8098,43513,14432,0
108115,Male,Unknown,Married,25,2,-1,3,0,-1,4,94742,14890,14590,73404,3459,6102,11017,32925,17644,10428,24742,13723,1
41516,Male,Graduate School,Married,39,0,0,4,-1,1,3,28269,25483,45265,80285,86485,65545,29481,22295,7047,42646,2069,46921,0
349126,Male,High School,Married,31,2,2,3,3,0,0,93800,91479,53324,89328,66504,19766,26777,42581,231,21139,31331,43537,1
467094,Female,Graduate School,Single,29,-1,3,4,2,1,1,11219,91217,66720,76428,34299,62794,20732,28253,47531,12315,29519,21949,0
55099,Male,Unknown,Others,55,3,2,2,3,2,3,83694,37085,21701,26472,94157,87625,47605,39811,9148,47780,48834,28364,1
547476,Female,High School,Married,70,-1,0,0,3,4,2,58043,40000,71539,21442,50081,73509,29968,7921,37497,34769,15971,39636,0
771733,Male,High School,Single,47,2,2,0,4,0,3,24989,12025,40178,22802,73491,2079,23457,46853,42054,8326,23114,46688,0
645361,Female,University,Others,33,3,1,2,4,3,1,64263,28940,36118,53115,53428,85372,28520,17189,44889,34557,32784,30486,0
396221,Female,Others,Others,77,0,1,2,4,3,-1,41406,87299,24387,11721,91790,11167,824,25881,19920,28976,27282,27644,1
539848,Male,Unknown,Others,32,1,-1,1,3,0,4,92594,23701,56613,69387,53877,66722,31573,43154,4314,43502,2809,49088,0
514373,Male,Others,Married,29,0,2,0,1,2,2,88668,81697,45666,34757,27387,43279,37370,40003,25272,13011,45310,235,1
118763,Male,University,Others,62,1,2,3,1,4,-1,15830,40795,38135,35598,30084,8398,14467,16887,16690,11543,27835,32635,0
439613,Male,Others,Married,48,0,0,2,3,-1,-1,27050,89990,28554,27232,-99,60140,9926,24110,42983,48142,8519,28327,0
480409,Female,Unknown,Single,33,2,-1,3,2,4,1,31864,12115,92317,37171,29905,3518,23876,5183,3474,7062,42957,44603,1
395795,Female,University,Others,40,-1,-1,4,3,1,4,99730,38038,41146,25082,90630,44452,16734,19023,48026,29563,24921,18180,0
225448,Female,Others,Single,72,1,2,3,3,4,3,42677,55433,99037,90402,37733,48456,21586,8957,22232,32580,38360,47458,1
51430,Female,Graduate School,Married,33,2,3,0,4,4,-1,18641,45999,11988,939,29999,53290,30659,16620,24039,11866,2354,36241,1
453738,Female,High School,Married,47,-1,2,4,4,1,0,94911,73564,51119,30989,55584,35222,44245,4491,14104,10219,12463,5285,0
574685,Male,University,Married,46,-1,2,3,4,-1,3,12555,40484,15456,88245,693,5082,25410,42964,17786,41787,14648,40163,0
217932,Male,Graduate School,Others,49,3,2,1,1,-1,4,85646,6688,69578,72251,54647,98154,7894,38728,20760,7986,15241,42350,0
139189,Female,Unknown,Others,49,3,1,1,3,3,2,22235,22255,28214,72963,33897,21111,26563,34567,46716,9535,41503,15260,1
559535,Male,High School,Single,42,3,4,0,2,-1,3,27959,78747,72597,67322,35779,89606,44781,3387,44358,23657,19834,38297,1
161015,Male,University,Married,29,1,-1,1,2,0,1,39957,81088,60405,13454,365,18939,44631,16025,22193,39164,20089,11323,0
704820,Male,High School,Single,44,1,4,2,4,3,1,60601,45617,10034,377,7387,50826,37759,1446,22414,19511,47939,18595,0
576274,Male,University,Married,62,-1,1,4,4,2,2,63414,41108,86523,34523,70739,51582,2509,32899,16791,23455,40475,13169,0
316658,Male,University,Married,39,1,3,0,3,3,2,87634,40259,-123,29807,31918,47819,2672,39137,5680,24982,39811,35409,1
221980,Male,Others,Single,58,-1,0,4,2,4,2,14309,76049,96950,17467,4180,72076,19826,38360,14854,38344,2748,19612,0
601296,Female,High School,Married,51,2,3,3,3,4,1,13105,69569,61718,36177,29342,18533,4158,26610,12893,13788,42316,33694,0
692315,Male,High School,Single,59,0,-1,2,1,3,4,48813,65057,57100,11287,55246,46430,7807,36981,38271,42330,21643,5822,0
434018,Male,Graduate School,Others,35,-1,0,0,3,1,4,59833,95360,91777,47667,97634,2347,45056,29309,6224,41445,29980,19305,0
80408,Female,Unknown,Single,74,-1,4,3,4,-1,3,73208,77792,85213,11838,92222,47479,31171,32630,40373,23380,42326,43916,0
234155,Female,Graduate School,Single,52,2,3,3,-1,4,-1,29328,25293,8642,31065,51476,2949,24525,30434,27685,33130,6412,36595,1
154763,Female,Others,Married,71,3,-1,3,1,4,-1,62756,29607,99844,54259,49106,94413,26513,45394,28509,8133,27429,44405,1
381930,Male,University,Single,66,4,3,3,2,0,0,78614,11793,64143,91812,43649,15888,5797,34226,18476,3801,8377,46321,1
276897,Female,Others,Others,68,3,0,3,2,-1,1,36430,89413,97385,47867,71936,93814,33065,5298,49288,211,25342,32477,0
536121,Male,Others,Others,66,3,0,0,4,4,2,39583,35069,49483,35872,42908,72301,48911,18406,11062,4796,40871,15226,0
769592,Female,Graduate School,Others,49,-1,3,1,4,1,4,35029,85079,64293,63870,26817,29084,38848,34716,41938,40782,36683,23719,0
280789,Male,University,Others,77,-1,1,3,1,4,3,-595,26213,74450,9522,54512,35174,7746,22989,45875,23404,5341,36981,0
246192,Male,Unknown,Single,72,1,3,2,4,-1,4,53012,17663,95629,28132,75123,51669,23718,42580,1484,2661,40708,3719,0
387572,Female,Others,Others,54,1,4,0,-1,0,1,2560,41582,48508,39425,33812,62996,43261,45731,26990,26036,28161,20297,1
368121,Male,Unknown,Single,29,0,3,-1,1,-1,0,10575,63694,-421,4478,37413,42664,3938,12005,19760,12430,38633,12926,1
574312,Male,University,Single,55,0,3,1,4,1,4,76395,93526,11587,92873,87474,96527,24316,6861,6326,11548,17181,32250,0
782428,Male,University,Married,26,4,1,2,0,0,-1,95148,33449,65181,58355,18983,46634,34362,40039,33234,17477,23650,45429,1
643141,Male,Graduate School,Single,57,1,2,3,-1,-1,3,12153,12116,47470,50793,55026,69793,16334,10353,4933,46927,20040,36138,0
221670,Female,High School,Single,34,-1,0,0,1,1,-1,41077,97395,70799,4025,22425,98883,11557,40635,14539,7744,22736,30831,0
150707,Female,Graduate School,Married,67,2,4,0,0,1,3,26013,2706,14928,6764,4010,99991,35983,15630,33742,42693,9851,48533,1
685424,Female,Unknown,Others,70,1,-1,3,3,3,2,5690,15147,91345,66648,52142,37291,28880,4718,45678,34319,32805,31219,0
544228,Male,Graduate School,Others,69,-1,0,2,-1,4,3,86251,98264,42591,68036,72384,8910,44257,36918,5187,9525,34746,23202,0
350791,Female,University,Single,29,1,0,0,3,0,2,60053,19543,30901,94062,86565,29604,9673,16907,39780,9056,14429,22290,1
250739,Female,Others,Married,39,3,2,4,0,0,1,65277,98147,92411,30521,43974,19883,4379,35249,46789,25862,15592,10115,0
579488,Male,High School,Single,43,1,0,1,2,4,-1,75967,7895,7499,39392,46346,92738,44634,4484,2651,20539,31558,21522,1
197401,Female,University,Single,77,4,0,2,2,-1,3,6181,61058,-767,27807,80726,52726,48613,23194,18183,4617,30961,35859,0
454374,Female,Others,Others,61,3,1,3,4,3,3,30305,21412,16418,61201,48113,55017,32721,23886,14963,34311,43689,9968,1
695099,Female,Unknown,Married,48,-1,1,2,2,0,0,6731,32014,58566,73737,58399,96192,35950,8537,17399,5721,39009,41731,0
249354,Male,Unknown,Single,36,3,1,4,3,1,-1,58175,12251,77466,17013,96562,88647,20829,35080,6238,17956,32688,22681,1
158865,Female,Unknown,Others,46,1,1,2,-1,0,1,93250,4109,14246,10311,16959,36083,30028,23399,26324,18385,3454,34306,0
617970,Female,Graduate School,Single,58,3,1,-1,3,3,2,71559,23632,37785,29627,70290,99718,48513,23655,47900,25475,37442,19251,1
43677,Female,Unknown,Others,60,4,4,3,3,4,1,-90,94276,33503,79483,1213,53467,7571,26274,42416,17491,36128,36317,1
469512,Male,Unknown,Married,45,2,-1,1,2,2,0,93124,11151,3277,8041,49378,12271,28363,32908,48788,8175,20620,37544,0
168337,Male,Graduate School,Single,55,3,2,3,3,4,1,36470,45165,65477,55513,8855,52931,47068,6892,41328,21241,37066,49330,0
534818,Female,Others,Married,74,4,3,-1,0,1,2,46341,54276,-651,70796,73091,63456,42733,40544,32667,45295,46567,25190,1
281695,Female,University,Others,25,3,4,3,1,0,-1,86718,94269,91798,22306,47279,37574,17735,42081,6047,23655,3475,1754,1
300538,Female,High School,Married,27,0,1,3,1,4,4,55850,5325,65941,42827,4544,50121,25893,19267,6589,28370,39328,8238,0
577275,Male,Unknown,Married,43,2,2,1,1,1,0,28390,87227,72000,88086,20137,26679,5613,40396,47426,37088,21425,8015,0
356241,Male,Unknown,Married,45,-1,3,-1,4,-1,3,63229,93964,12508,91151,70124,75794,45239,46025,14965,28950,18568,44643,1
342783,Female,Unknown,Single,21,4,0,3,2,1,3,62891,74586,96565,10427,38426,759,26606,47668,12805,21896,45830,6497,1
486673,Female,Graduate School,Others,42,3,4,4,2,0,-1,3038,912,66081,97782,90386,54718,16595,31340,1344,30373,45673,2534,1
773129,Male,Graduate School,Married,73,2,0,3,1,-1,4,27215,35989,58095,33078,63588,27628,1274,32136,20501,28460,29593,24791,0
12781,Male,Graduate School,Single,24,-1,2,0,-1,-1,1,96101,6374,27957,77359,74173,28675,48866,40229,27331,43436,40065,13734,1
27330,Female,High School,Others,78,2,-1,3,4,-1,3,84365,32034,6896,30213,3827,17665,37030,41942,9324,41361,46852,48136,1
277401,Male,University,Others,48,4,-1,1,1,2,0,31899,84402,82274,83063,92069,61268,28190,43404,7539,47617,27248,29680,1
592930,Female,Unknown,Others,68,0,2,0,3,2,4,42016,45678,3288,61960,37906,10226,20118,36228,40632,19631,15169,25812,0
719609,Female,Others,Married,79,4,-1,4,1,-1,2,21246,90792,24744,62741,76184,46982,7775,26889,30262,11263,4233,31882,1
323807,Male,Unknown,Married,34,4,-1,4,1,4,1,48304,92305,20150,97717,37747,16507,32016,9348,21732,3856,2462,33775,1
569244,Female,Unknown,Married,53,-1,0,4,-1,4,4,17862,49683,86877,58000,14738,70367,32279,15637,13225,44661,19616,4829,1
245439,Female,Unknown,Others,24,-1,-1,-1,2,4,2,56826,9198,99889,26207,78075,234,13941,11224,39859,42767,43627,39232,0
797313,Female,Unknown,Others,62,3,-1,4,2,0,4,21500,93817,20091,2936,9357,55028,44423,46180,44988,42349,24823,26714,0
405063,Female,University,Married,31,1,2,2,3,-1,4,81224,69100,-100,89107,90121,4956,35253,1307,26496,38060,24430,8057,1
770263,Female,Others,Married,59,4,-1,1,1,4,1,80818,35996,45702,82314,80130,48826,23638,15636,18856,18782,31877,28986,0
655553,Female,Graduate School,Others,52,-1,4,-1,0,-1,0,1519,59794,18725,50775,37055,91814,45460,12426,958,29376,49677,34927,0
359790,Female,Others,Others,24,4,1,0,3,1,2,5112,6155,27722,17674,42779,17689,4370,15580,27863,16368,30285,19568,0
137148,Male,Unknown,Single,21,4,1,2,2,4,0,-8,46952,23078,48790,47033,65804,19782,45124,17872,44192,32014,16362,1
309480,Male,Others,Single,46,-1,2,-1,-1,1,2,4647,97621,81047,13374,58072,20481,22639,2852,21151,30825,21214,34054,0
616138,Female,Unknown,Married,53,0,1,1,2,1,1,93550,57944,17059,95128,3617,84141,37655,36212,18317,15076,29392,24943,0
629942,Male,Others,Others,37,0,0,0,2,4,0,6597,65246,17161,14317,50536,85639,22829,45600,13584,37990,40874,4473,1
181003,Female,High School,Others,47,4,4,1,-1,3,1,63167,10388,69701,28181,41342,3194,332,47404,38495,18563,33230,4920,1
447140,Female,Others,Single,62,0,4,1,1,1,4,56170,73178,89345,10780,9687,94334,41986,26247,26592,27392,19347,36693,1
447239,Male,Graduate School,Others,25,4,2,0,1,4,4,24633,25457,9687,81059,5796,27370,18508,17779,37917,1312,45076,14892,1
21320,Female,Graduate School,Married,27,3,-1,4,2,1,1,15854,17127,81503,73396,51757,93190,18616,25590,22136,29129,5916,35884,1
599413,Female,Others,Single,45,-1,1,3,3,0,2,68102,33091,98770,51994,58191,9251,27193,4741,37742,28605,10170,17678,0
232172,Male,Others,Others,28,4,0,1,0,2,4,40472,10752,7694,19402,38801,62356,40415,47502,23474,19556,12735,31214,1
245077,Male,University,Others,54,0,2,4,3,2,2,67821,50832,38518,62907,58072,82169,5282,44174,20321,38700,32348,36744,0
127296,Male,Others,Married,61,0,2,0,4,2,0,76565,3237,98459,22276,5747,3029,21524,17140,36029,19476,26539,47789,1
135355,Male,Graduate School,Others,24,2,-1,1,3,3,3,77382,2051,29641,71778,56996,67396,7744,26607,43159,41208,12542,22774,1
727218,Male,High School,Single,32,2,3,3,2,-1,4,77615,94705,57843,92057,6936,68049,5697,19004,43262,26815,33070,173,0
461930,Male,Graduate School,Single,78,0,1,0,2,1,4,73087,63346,39728,52,31293,34987,33720,46724,45813,19016,22267,12323,1
21780,Female,University,Others,51,3,0,-1,0,0,-1,97588,85584,49087,14400,81678,40138,3369,47001,31777,36152,776,32553,0
735705,Male,Others,Others,31,1,2,-1,0,3,2,79636,42311,42551,60980,98583,69466,22826,12758,28858,20647,44219,23709,1
524249,Male,High School,Others,57,4,1,4,0,2,1,67813,18088,82914,84483,11696,3677,11545,42191,41838,13885,623,4981,1
646984,Female,Graduate School,Others,64,2,0,-1,2,3,-1,18015,4675,69692,24699,12097,4472,42946,36792,38336,36472,34227,43040,1
501193,Female,High School,Single,79,4,4,2,2,0,0,757,38555,94869,33111,5228,38476,6553,15078,4768,46295,19770,3834,1
640363,Male,Unknown,Married,73,2,4,1,3,4,-1,31085,1640,54433,81489,59832,88761,49316,32802,45931,5628,39798,2429,0
263731,Female,Graduate School,Single,56,-1,0,1,2,3,-1,59118,62328,94676,93930,47056,12728,10183,40201,11886,17581,14723,14189,1
143001,Female,Unknown,Others,65,-1,4,0,4,2,3,20863,11317,75387,60065,55868,23214,19089,46031,5177,42951,37543,24389,1
367297,Female,High School,Others,42,0,2,2,1,-1,3,25098,43408,55561,80798,92685,45649,9931,16404,31761,47639,25055,46762,1
520452,Female,Others,Single,21,-1,1,1,1,2,-1,45220,32462,4364,68452,61136,77019,28835,46219,8046,20887,31327,46758,0
417460,Female,Others,Single,70,-1,0,0,0,2,3,14295,85173,76008,73728,52345,95580,32871,44431,31883,8692,33829,32380,0
132636,Female,Others,Others,24,1,2,3,2,2,3,37555,74921,2974,34691,13141,34297,7297,49608,6601,42121,33055,10965,1
387546,Female,Unknown,Single,56,3,1,1,4,3,-1,24821,56683,83424,46197,84890,91367,37459,23671,8897,15171,29764,7462,0
21116,Male,Others,Others,28,0,1,4,1,0,2,41372,14201,83066,51404,66062,73663,20599,40668,19073,19512,47849,27605,1
229026,Female,University,Single,45,1,2,1,3,2,3,20833,33536,23053,59736,31958,55622,39170,27573,43219,2294,23618,47518,1
355445,Male,Graduate School,Others,48,0,1,3,-1,4,-1,52990,23667,39072,22942,66409,90068,49515,37246,4581,15019,40723,33641,0
439111,Female,Graduate School,Single,72,3,3,3,3,3,2,90528,64707,210,67928,6958,67009,9761,43542,44827,3914,22719,19480,0
743996,Female,High School,Others,58,0,0,1,-1,0,4,7549,34517,87099,18001,75743,98389,8061,1062,39802,29743,33911,20008,0
558155,Male,Unknown,Married,56,4,0,3,4,-1,3,86968,34870,40589,27696,71904,3662,368,39895,29698,23372,39312,5553,0
535496,Female,Graduate School,Married,56,4,1,0,3,2,-1,38498,36982,75445,21319,6489,39496,37821,39957,9444,16282,9615,10298,1
709445,Female,Unknown,Single,63,4,2,1,1,1,3,19519,57332,37966,36123,23833,1665,5304,9782,9444,32029,15882,12464,1
337716,Male,High School,Married,61,-1,-1,1,2,3,2,46376,31844,25070,50165,7346,75720,47633,40862,5080,24621,13196,34333,0
468450,Female,Others,Others,66,3,4,-1,-1,4,-1,47547,83118,65643,17311,37374,90213,48544,26441,37206,16358,41617,11715,1
93748,Female,High School,Single,24,1,1,4,2,-1,2,2141,3237,10246,26120,44053,44942,28806,41006,3128,43403,40481,8500,0
152324,Male,University,Single,33,1,-1,1,4,-1,4,10068,29465,18199,21642,84822,7475,31343,30079,42626,31863,13909,24729,0
95261,Male,Others,Others,58,2,1,-1,2,-1,1,95878,5027,38829,69083,42235,94288,594,40417,22206,35899,27092,25542,0
778731,Female,Others,Others,65,1,-1,3,1,3,0,52705,77777,60125,28371,38428,36239,17829,21551,30450,13891,21673,48679,0
230667,Male,Others,Others,45,4,1,4,4,0,1,13256,9367,82955,84639,56237,21903,20006,4774,12581,25525,41638,30703,0
566459,Female,High School,Single,23,4,2,4,0,1,3,62721,26483,-831,76401,17796,60134,33533,5079,48954,11760,19841,1163,1
562805,Female,University,Others,75,2,4,3,0,4,2,31964,54007,92943,64244,46566,16171,22424,30715,44569,27297,35512,15941,0
165346,Male,Unknown,Married,52,-1,-1,0,-1,0,-1,4830,79567,91408,74279,54776,11660,27792,12180,9811,36566,18737,44679,1
561936,Male,High School,Single,59,1,3,-1,1,2,2,14868,99848,11949,33450,64457,57200,39204,34421,27482,21621,18032,29295,0
341798,Male,Graduate School,Others,21,3,2,1,2,1,3,5679,96559,46313,81304,67696,41658,21015,16428,12105,14572,34447,33824,1
267471,Male,Graduate School,Single,31,2,4,-1,3,0,-1,98241,62268,77735,85628,27181,22289,25209,37138,28361,44249,32061,42691,0
219691,Female,High School,Married,22,1,1,3,3,2,1,63061,92724,59131,74994,2371,6988,22993,20148,21052,31867,14689,11634,0
59647,Male,Unknown,Married,25,-1,-1,3,4,1,2,10722,98857,79012,22407,58435,38974,21140,44342,11960,27910,37770,23729,0
481939,Male,Graduate School,Others,76,3,4,0,-1,3,0,63578,70810,40764,69188,41020,31052,39608,32853,25503,48977,21714,15719,1
534712,Female,Unknown,Single,42,3,0,4,-1,4,4,85045,61924,29899,3445,35119,91792,9872,11368,18162,30889,3966,9861,0
717259,Female,Others,Others,66,-1,2,4,-1,4,4,12989,77092,85935,81309,97764,99437,37618,14066,3103,46787,31517,20460,1
560929,Female,High School,Single,33,1,-1,3,1,2,3,54701,51892,46740,30096,66653,44154,15212,45232,38634,44181,46534,3774,0
394560,Female,Others,Others,68,0,2,-1,3,0,3,88098,62034,64490,142,70892,1421,18277,30441,5530,19701,17237,1459,0
688514,Female,Graduate School,Others,43,1,-1,4,4,1,2,13919,33395,22281,48897,33374,59149,47764,15548,27020,45556,6335,46978,0
713526,Female,Unknown,Single,67,2,0,1,1,2,1,40306,25543,67570,64485,31839,68467,26691,39995,3088,42777,41552,40901,0
306145,Female,Others,Single,51,2,3,1,4,2,1,10036,76059,12328,87071,95435,70561,16892,36059,23128,20428,19790,5,0
548834,Female,Graduate School,Married,55,1,0,-1,1,3,0,88974,74,43047,66266,70887,40584,49887,8779,5171,18605,48971,37554,0
182596,Female,University,Married,58,4,1,0,2,2,0,19999,84124,18796,62202,11464,25176,6353,41562,4465,16244,25595,6938,1
11304,Male,Others,Single,61,2,2,1,1,1,2,57582,12990,69524,60466,-294,46540,2751,16151,24739,29264,13185,9833,1
657010,Male,University,Married,55,0,3,-1,1,-1,-1,40543,96064,71666,85305,14660,93893,46379,48294,29998,37035,9776,8168,0
98327,Female,University,Married,65,4,2,-1,2,1,1,66244,81948,54251,3123,82848,44305,10363,19900,39361,41917,37679,8109,1
216958,Male,Graduate School,Single,33,0,4,3,0,1,-1,53560,81567,-209,67766,61323,36273,19227,17640,28575,23203,10806,3829,0
87354,Female,High School,Single,74,3,-1,4,2,3,-1,70913,44793,11333,17898,1798,87801,8483,10353,23071,21102,18255,14148,1
436833,Female,Unknown,Single,27,2,1,3,-1,3,2,21788,79373,35609,40067,24753,41369,29092,46587,27333,21198,17010,38288,1
130045,Female,Graduate School,Others,25,4,1,4,0,4,0,78805,37071,59558,44946,40113,43827,42878,47715,28149,26961,36975,23254,0
199896,Female,Others,Single,78,1,2,0,3,4,-1,59048,18546,67892,73504,48181,77931,49963,30870,350,26010,4766,21264,0
133780,Male,Unknown,Single,49,4,1,0,4,2,2,94253,45515,39290,61429,28722,93697,42969,12871,6522,7237,27754,9077,1
